,PMID,Full_author_name
2136,32027309,"cafazzo, joseph a/split/centre for global ehealth innovation, techna institute, university health  network, toronto, on, canada./split/institute of health policy, management and evaluation, dalla lana school of  public health, university of toronto, toronto, on, canada./split/institute of biomaterials and biomedical engineering, university of toronto,  toronto, on, canada."
2136,32027309,"boodoo, chris/split/institute of health policy, management and evaluation, dalla lana school of  public health, university of toronto, toronto, on, canada."
2136,32027309,"munnery, mikayla/split/institute of health policy, management and evaluation, dalla lana school of  public health, university of toronto, toronto, on, canada."
2136,32027309,"seto, emily/split/centre for global ehealth innovation, techna institute, university health  network, toronto, on, canada./split/institute of health policy, management and evaluation, dalla lana school of  public health, university of toronto, toronto, on, canada."
2137,32819184,"kamei, tomoko/split/graduate school of nursing science, st luke's international university, tokyo,  japan."
2137,32819184,"kanamori, takuya/split/school of nursing, hamamatsu university school of medicine, hamamatsu, japan."
2137,32819184,"yamamoto, yuko/split/chiba faculty of nursing, tokyo health care university, funabashi, japan."
2137,32819184,"edirippulige, sisira/split/centre for online health, centre for health services research, the university of  queensland, australia."
2138,33091572,"salman, omar hussein/split/network department, faculty of engineering, al iraqia university baghdad, iraq.  electronic address: omarwsn@gmail.com."
2138,33091572,"aal-nouman, mohammed imad/split/college of information engineering, al-nahrain university, baghdad, iraq."
2138,33091572,"taha, zahraa k/split/network department, faculty of engineering, al iraqia university baghdad, iraq."
2139,32985997,"liljeroos, maria/split/department of health, medicine and caring sciences, linköping university,  linköping, sweden./split/centre for clinical research sörmland, uppsala university, eskilstuna, sweden."
2139,32985997,"thylén, ingela/split/department of health, medicine and caring sciences, linköping university,  linköping, sweden./split/department of cardiology, linköping university, linköping, sweden."
2139,32985997,"strömberg, anna/split/department of health, medicine and caring sciences, linköping university,  linköping, sweden./split/department of cardiology, linköping university, linköping, sweden."
2140,30910624,"lang, caroline/split/universitätsklinikum carl gustav carus an der technischen universität dresden,  klinik und poliklinik für psychiatrie und psychotherapie, dresden, deutschland; medizinische fakultät und universitätsklinikum carl gustav carus an der technischen universität dresden, medizinische klinik iii, bereich allgemeinmedizin, dresden, deutschland. electronic address: caroline.lang@ukdd.de."
2140,30910624,"scheibe, madlen/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, zentrum für evidenzbasierte gesundheitsversorgung, dresden, deutschland."
2140,30910624,"voigt, karen/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, medizinische klinik iii, bereich allgemeinmedizin, dresden, deutschland."
2140,30910624,"hübsch, grit/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, medizinische klinik iii, bereich allgemeinmedizin, dresden, deutschland."
2140,30910624,"mocke, luise/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, zentrum für evidenzbasierte gesundheitsversorgung, dresden, deutschland."
2140,30910624,"schmitt, jochen/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, zentrum für evidenzbasierte gesundheitsversorgung, dresden, deutschland."
2140,30910624,"bergmann, antje/split/medizinische fakultät und universitätsklinikum carl gustav carus an der  technischen universität dresden, medizinische klinik iii, bereich allgemeinmedizin, dresden, deutschland."
2140,30910624,"holthoff-detto, vjera/split/universitätsklinikum carl gustav carus an der technischen universität dresden,  klinik und poliklinik für psychiatrie und psychotherapie, dresden, deutschland; st. hedwig kliniken berlin, alexianer krankenhaus hedwigshöhe, klinik für psychiatrie, psychotherapie und psychosomatik, berlin, deutschland."
2141,32881081,"ajibade, ayomikun/split/birmingham medical school, university of birmingham, birmingham, uk."
2141,32881081,"younas, hiba/split/st george's medical school, university of london, london, uk."
2141,32881081,"pullan, mark/split/department of cardiothoracic surgery, liverpool heart and chest hospital,  liverpool, uk."
2141,32881081,"harky, amer/split/department of cardiothoracic surgery, liverpool heart and chest hospital,  liverpool, uk./split/department of integrative biology, faculty of life sciences, university of  liverpool, liverpool, uk."
2142,31611112,"castaneda, peris r/split/university of michigan medical school, ann arbor, mich."
2142,31611112,"duffy, blake/split/university of michigan medical school, ann arbor, mich."
2142,31611112,"andraska, elizabeth a/split/heart and vascular institute, university of pittsburgh medical centers,  pittsburgh, pa."
2142,31611112,"stevens, jeri/split/va ann arbor healthcare system, ann arbor, mich."
2142,31611112,"reschke, kari/split/va ann arbor healthcare system, ann arbor, mich."
2142,31611112,"osborne, nicholas/split/section of vascular surgery, department of surgery, university of michigan, ann  arbor, mich."
2142,31611112,"henke, peter k/split/section of vascular surgery, department of surgery, university of michigan, ann  arbor, mich. electronic address: henke@umich.edu."
2143,33554583,"jovičić, snežana/split/center for medical biochemistry, clinical center of serbia, and department for  medical biochemistry, faculty of pharmacy, university of belgrade, belgrade, serbia."
2143,33554583,"siodmiak, joanna/split/department for laboratory medicine, faculty of pharmacy, collegium medicum in  bydgoszcz, nicolaus copernicus university in torun, bydgoszcz, poland."
2143,33554583,"alcorta, marta duque/split/department of laboratory medicine, la paz university hospital, madrid, spain."
2143,33554583,"kittel, maximillian/split/institute for clinical chemistry, university of medicine, mannheim, germany."
2143,33554583,"oosterhuis, wytze/split/department of clinical chemistry, zuyderland medical center, heerlen-sittard, the  netherlands."
2143,33554583,"aakre, kristin moberg/split/department of medical biochemistry and pharmacology, haukeland university  hospital, bergen, norway; department of clinical medicine, university of bergen, bergen, norway; and department of heart disease, haukeland university hospital, bergen, norway."
2143,33554583,"jørgensen, per/split/rigshospitalet, copenhagen university hospital, copenhagen, denmark."
2143,33554583,"palicka, vladimir/split/institute for clinical biochemistry and diagnostics, university hospital hradec  kralove and school of medicine, charles university, prague, czech republic."
2143,33554583,"kutt, marge/split/laboratory of diagnostics division, north estonia medical centre foundation,  talinn, estonia."
2143,33554583,"anttonen, mikko/split/department of clinical chemistry, university of helsinki, and hus diagnostic  center, helsinki university hospital, helsinki, finland."
2143,33554583,"velizarova, mileva georgieva/split/department of clinical laboratory and clinical immunology, medical faculty,  medical university of sofia, alexander university hospital, sofia, bulgaria."
2143,33554583,"marc, jania/split/university of ljubljana, faculty of pharmacy, ljubljana, slovenia."
2144,32667217,"brørs, gunhild/split/clinic of cardiology, st olavs university hospital, norway./split/department of clinical science, university of bergen, norway."
2144,32667217,"norman, cameron d/split/cense ltd., toronto, canada./split/dalla lana school of public health, university of toronto, canada."
2144,32667217,"norekvål, tone m/split/department of clinical science, university of bergen, norway./split/department of heart disease, haukeland university hospital, norway./split/faculty of health and social sciences, western norway university of applied  sciences, norway."
2145,32436616,"hjorth-hansen, anna katarina/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway./split/department of circulation and medical imaging, norwegian university of science  and technology, trondheim, norway."
2145,32436616,"andersen, garrett newton/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"graven, torbjørn/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"gundersen, guri holmen/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"kleinau, jens olaf/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"mjølstad, ole christian/split/department of circulation and medical imaging, norwegian university of science  and technology, trondheim, norway./split/clinic of cardiology, st olav's university hospital, trondheim, norway."
2145,32436616,"skjetne, kyrre/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"stølen, stian/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway."
2145,32436616,"torp, hans/split/department of circulation and medical imaging, norwegian university of science  and technology, trondheim, norway."
2145,32436616,"dalen, håvard/split/department of internal medicine, levanger hospital, nord-trøndelag hospital  trust, levanger, norway./split/department of circulation and medical imaging, norwegian university of science  and technology, trondheim, norway./split/clinic of cardiology, st olav's university hospital, trondheim, norway."
2146,32071124,"hung, george/split/department of medicine, johns hopkins university school of medicine, baltimore,  maryland, usa ghung3@jhmi.edu./split/ciccarone center for the prevention of cardiovascular disease, division of  cardiology, department of medicine, johns hopkins hospital, baltimore, maryland, usa."
2146,32071124,"yang, william e/split/department of medicine, johns hopkins university school of medicine, baltimore,  maryland, usa./split/ciccarone center for the prevention of cardiovascular disease, division of  cardiology, department of medicine, johns hopkins hospital, baltimore, maryland, usa."
2146,32071124,"marvel, francoise a/split/department of medicine, johns hopkins university school of medicine, baltimore,  maryland, usa./split/ciccarone center for the prevention of cardiovascular disease, division of  cardiology, department of medicine, johns hopkins hospital, baltimore, maryland, usa."
2146,32071124,"martin, seth s/split/department of medicine, johns hopkins university school of medicine, baltimore,  maryland, usa./split/ciccarone center for the prevention of cardiovascular disease, division of  cardiology, department of medicine, johns hopkins hospital, baltimore, maryland, usa."
2148,31480941,"debarmore, bailey m/split/department of epidemiology, gillings school of global public health, university  of north carolina at chapel hill (b.m.d.)."
2148,31480941,"essien, utibe r/split/division of general internal medicine, department of medicine, university of  pittsburgh school of medicine, pa (u.r.e.)./split/center for health equity research and promotion, va pittsburgh healthcare system,  pa (u.r.e.)."
2148,31480941,"dean, caress/split/department of public and environmental wellness, school of health sciences,  oakland university, rochester, mi (c.d.)."
2148,31480941,"thompson, michael p/split/department of cardiac surgery, university of michigan medical school, ann arbor  (m.p.t.)."
2148,31480941,"sterling, madeline r/split/division of general internal medicine, department of medicine, weill cornell  medicine, new york (m.r.s.)."
2149,31389339,"meeker, daniella/split/department of preventive medicine, university of southern california, los  angeles, ca, united states."
2149,31389339,"goldberg, jordan/split/stickk.com, new york city, ny, united states."
2149,31389339,"kim, katherine k/split/betty irene moore school of nursing, university of california davis, sacramento,  ca, united states."
2149,31389339,"peneva, desi/split/precision health economics, los angeles, ca, united states."
2149,31389339,"campos, hugo de oliveira/split/kaiser permanente, oakland, ca, united states."
2149,31389339,"maclean, ross/split/precision health economics, los angeles, ca, united states."
2149,31389339,"selby, van/split/cardiology division, department of medicine, university of california san  francisco, san francisco, ca, united states."
2149,31389339,"doctor, jason n/split/schaeffer center for health policy and economics, university of southern  california, los angeles, ca, united states."
2150,30995686,"negarandeh, reza/split/nursing and midwifery care research center, school of nursing and midwifery,  tehran university of medical sciences, tehran, iran."
2150,30995686,"zolfaghari, mitra/split/department of e-learning in medical education, tehran university of medical  sciences, virtual school, tehran, iran."
2150,30995686,"bashi, nazli/split/the australian e-health research center, commonwealth scientific and industrial  research organisation, brisbane, australia."
2150,30995686,"kiarsi, maryam/split/department of nursing & emergency medicine, dezful university of medical  sciences, dezful, iran."
2151,31199276,"meng, yiwen"
2151,31199276,"speier, william"
2151,31199276,"shufelt, chrisandra"
2151,31199276,"joung, sandy"
2151,31199276,"e van eyk, jennifer"
2151,31199276,"bairey merz, c noel"
2151,31199276,"lopez, mayra"
2151,31199276,"spiegel, brennan"
2151,31199276,"arnold, corey w"
2152,31490566,"krackhardt, florian/split/department of internal medicine and cardiology, charité campus virchow-klinikum,  charité university medicine berlin, berlin, germany."
2152,31490566,"maier, lars s/split/klinik und poliklinik für innere medizin ii, universitätsklinikum regensburg,  regensburg, germany."
2152,31490566,"appel, karl-friedrich/split/ambulantes herzzentrum kassel, kassel, germany."
2152,31490566,"köhler, till/split/universitätslinikum wuppertal, wupperthal, germany."
2152,31490566,"ghanem, alexander/split/asklepios klinik st. georg, hamburg, germany."
2152,31490566,"tschoepe, carsten/split/department of internal medicine and cardiology, charité campus virchow-klinikum,  charité university medicine berlin, berlin, germany."
2152,31490566,"dahl, jürgen vom/split/kliniken maria hilf gmbh/medizinische klinik ii, mönchengladbach, germany."
2152,31490566,"degenhardt, ralf/split/institut für klinische forschung herz"
2152,31490566,"niklasson, anna/split/astrazeneca r&d gothenburg, gothenburg, sweden."
2152,31490566,"ahlqvist, matti/split/astrazeneca r&d gothenburg, gothenburg, sweden."
2152,31490566,"waliszewski, matthias w/split/department of internal medicine and cardiology, charité campus virchow-klinikum,  charité university medicine berlin, berlin, germany."
2152,31490566,"jörnten-karlsson, magnus/split/astrazeneca r&d gothenburg, gothenburg, sweden."
2154,29955890,"lazarus, arnaud/split/rhythmology unit, clinique ambroise paré, 25-27 boulevard victor hugo,  neuilly-sur-seine, france."
2154,29955890,"guy-moyat, benoit/split/cardiology unit, centre hospitalier universitaire de limoges, 2 avenue martin  luther king, limoges, france."
2154,29955890,"mondoly, pierre/split/cardiology unit, centre hospitalier rangueil, 1 avenue du pr jean poulhès,  toulouse, france."
2154,29955890,"pons, frédéric/split/cardiology unit, hôpital d'instruction des armées saint-anne, 2 boulevard  sainte-anne, toulon, france."
2154,29955890,"quaglia, carlo/split/cardiology unit, centre hospitalier de roanne, 28 rue de charlieu, roanne,  france."
2154,29955890,"elkaim, jean-philippe/split/cardiology unit, centre hospitalier de douarnenez, 85 rue laennec, douarnenez,  france."
2154,29955890,"bayle, sandrine/split/cardiology unit, centre hospitalier louis pasteur, 4 rue claude bernard, le  coudray, france."
2154,29955890,"victor, frédéric/split/cardiology unit, polyclinique saint-laurent, 320 avenue général george s. patton,  rennes, france."
2155,30803322,"bauer, brenton s/split/division of cardiology, david geffen school of medicine at ucla, usa./split/va greater los angeles healthcare system, usa."
2155,30803322,"nguyen-phan, ai len/split/division of cardiology, david geffen school of medicine at ucla, usa./split/va greater los angeles healthcare system, usa./split/university of california, los angeles, ca, usa."
2155,30803322,"ong, michael k/split/va greater los angeles healthcare system, usa./split/division of general internal medicine and health services research, david geffen  school of medicine at ucla, usa."
2155,30803322,"ziaeian, boback/split/division of cardiology, david geffen school of medicine at ucla, usa./split/va greater los angeles healthcare system, usa."
2155,30803322,"nguyen, kim-lien/split/division of cardiology, david geffen school of medicine at ucla, usa./split/va greater los angeles healthcare system, usa."
2156,31815678,"barsky, jordan/split/department of medicine, sunnybrook health sciences centre, sunnybrook research  institute, university of toronto, toronto, on, canada."
2156,31815678,"hunter, rebekah/split/department of medicine, sunnybrook health sciences centre, sunnybrook research  institute, university of toronto, toronto, on, canada."
2156,31815678,"mcallister, colin/split/perspect management consulting, regina, sk, canada."
2156,31815678,"yeates, karen/split/department of medicine, queens university, kingston, on, canada."
2156,31815678,"campbell, norm/split/department of medicine, university of calgary, calgary, ab, canada."
2156,31815678,"liu, peter/split/university of ottawa heart institute, ottawa, on, canada."
2156,31815678,"perkins, nancy/split/department of medicine, sunnybrook health sciences centre, sunnybrook research  institute, university of toronto, toronto, on, canada."
2156,31815678,"hua-stewart, diane/split/department of medicine, sunnybrook health sciences centre, sunnybrook research  institute, university of toronto, toronto, on, canada."
2156,31815678,"maar, marion a/split/faculty of medicine, northern ontario school of medicine, sudbury, on, canada."
2156,31815678,"tobe, sheldon w/split/department of medicine, sunnybrook health sciences centre, sunnybrook research  institute, university of toronto, toronto, on, canada./split/faculty of medicine, northern ontario school of medicine, sudbury, on, canada."
2157,32738577,"han, heze/split/beijing anzhen hospital, capital medical university, beijing, china."
2157,32738577,"guo, wei/split/beijing anzhen hospital, capital medical university, beijing, china."
2157,32738577,"lu, yifan/split/beijing anzhen hospital, capital medical university, beijing, china."
2157,32738577,"wang, miao/split/department of epidemiology, beijing anzhen hospital, capital medical university,  beijing institute of heart, lung and blood vessel diseases, beijing, china; the beijing municipal key laboratory of clinical epidemiology, beijing, china. electronic address: wmiao@yeah.net."
2158,31088306,"kathuria-prakash, n/split/department of cardiology, university of california-los angeles, usa."
2158,31088306,"moser, d k/split/college of nursing, university of kentucky, usa."
2158,31088306,"alshurafa, n/split/department of computer science, university of california-los angeles, usa."
2158,31088306,"watson, k/split/department of cardiology, university of california-los angeles, usa."
2158,31088306,"eastwood, j a/split/school of nursing, university of california-los angeles, usa."
2159,32500416,"poulose, benjamin k/split/center for abdominal core health, division of general and gastrointestinal  surgery, the ohio state university wexner medical center, n729 doan hall, 410 w. tenth avenue, columbus, oh, 43210, usa. benjamin.poulose@osumc.edu."
2159,32500416,"phieffer, laura s/split/department of orthopaedic surgery, the ohio state university wexner medical  center, 410 w. tenth avenue, columbus, oh, 43210, usa."
2159,32500416,"mayerson, joel/split/department of orthopaedic surgery, the ohio state university wexner medical  center, 410 w. tenth avenue, columbus, oh, 43210, usa."
2159,32500416,"like, daniel/split/department of ambulatory services, the ohio state university wexner medical  center, 650 ackerman road suite 130, columbus, oh, 43202, usa."
2159,32500416,"forrest, l arick/split/department of otolaryngology, the ohio state university wexner medical center,  915 olentangy river road, columbus, oh, 43212, usa."
2159,32500416,"rahmanian, armin/split/the ross heart hospital, the ohio state university wexner medical center, suite  1255, 452 west 10th avenue, columbus, oh, 43210, usa."
2159,32500416,"bellamy, brooke/split/department of access and capacity management, the ohio state university wexner  medical center, suite 6000, 700 ackerman rd, columbus, oh, 43210, usa."
2159,32500416,"guertin, michael/split/department of anesthesiology, the ohio state university wexner medical center,  jameson crane sports medicine institute, 2835 fred taylor drive, columbus, oh, 43202, usa."
2159,32500416,"pawlik, timothy m/split/department of surgery, the ohio state university wexner medical center, faculty  office tower suite 670, 396 w. twelfth avenue, columbus, oh, 43210, usa."
2160,32305146,"cheskes, sheldon/split/division of emergency medicine, department of family and community medicine,  university of toronto, toronto, ontario, canada; sunnybrook centre for prehospital medicine, toronto, ontario, canada; li ka shing knowledge institute, st michaels hospital, toronto, ontario, canada. electronic address: sheldon.cheskes@sunnybrook.ca."
2160,32305146,"koh, maria/split/institute for clinical evaluative sciences, toronto, ontario, canada."
2160,32305146,"turner, linda/split/sunnybrook centre for prehospital medicine, toronto, ontario, canada."
2160,32305146,"heslegrave, ronald/split/william osler health system, brampton, ontario, canada."
2160,32305146,"verbeek, richard/split/sunnybrook centre for prehospital medicine, toronto, ontario, canada; department  of medicine, university of toronto, toronto, ontario, canada."
2160,32305146,"dorian, paul/split/department of medicine, university of toronto, toronto, ontario, canada; st  michaels hospital, toronto, ontario, canada."
2160,32305146,"scales, damon c/split/li ka shing knowledge institute, st michaels hospital, toronto, ontario, canada;  institute for clinical evaluative sciences, toronto, ontario, canada; department of medicine, university of toronto, toronto, ontario, canada; department of critical care medicine, sunnybrook health sciences centre, toronto, ontario, canada."
2160,32305146,"singh, bob/split/trillium health partners, mississauga, ontario, canada."
2160,32305146,"amlani, shy/split/william osler health system, brampton, ontario, canada."
2160,32305146,"natarajan, madhu/split/mcmaster university, hamilton, ontario, canada."
2160,32305146,"morrison, laurie j/split/department of medicine, university of toronto, toronto, ontario, canada."
2160,32305146,"kakar, priya/split/peel regional paramedic service, ontario, canada."
2160,32305146,"nowickyj, roman/split/halton region paramedic service, ontario, canada."
2160,32305146,"lawrence, michael/split/trillium health partners, mississauga, ontario, canada."
2160,32305146,"cameron, jennifer/split/william osler health system, brampton, ontario, canada."
2160,32305146,"ko, dennis t/split/institute for clinical evaluative sciences, toronto, ontario, canada; department  of critical care medicine, sunnybrook health sciences centre, toronto, ontario, canada."
2161,33388006,"procter, brian c/split/mckinney family medicine, mckinney, 75070, tx, usa."
2161,33388006,"ross, casey/split/mckinney family medicine, mckinney, 75070, tx, usa."
2161,33388006,"pickard, vanessa/split/mckinney family medicine, mckinney, 75070, tx, usa."
2161,33388006,"smith, erica/split/mckinney family medicine, mckinney, 75070, tx, usa."
2161,33388006,"hanson, cortney/split/mckinney family medicine, mckinney, 75070, tx, usa."
2161,33388006,"mccullough, peter a/split/baylor university medical center, dallas, 75226, tx, usa./split/baylor heart and vascular institute, dallas, 75226, tx, usa./split/baylor jack and jane hamilton heart and vascular hospital, dallas, 75226, tx,  usa."
2162,32241367,"guo, yutao/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china."
2162,32241367,"lane, deirdre a/split/liverpool centre for cardiovascular sciences, university of liverpool and  liverpool heart & chest hospital, liverpool, united kingdom, and aalborg thrombosis research unit, department of clinical medicine, aalborg university, aalborg, denmark."
2162,32241367,"wang, limin/split/the national center for chronic and noncommunicable disease control and  prevention, chinese center for disease control and prevention, beijing, china."
2162,32241367,"zhang, hui/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china."
2162,32241367,"wang, hao/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china."
2162,32241367,"zhang, wei/split/department of gerontology and geriatric medicine, seventh clinical center,  chinese pla general hospital, beijing, china."
2162,32241367,"wen, jing/split/department of geriatric cardiology, haidian hospital, beijing, china."
2162,32241367,"xing, yunli/split/beijing friendship hospital, capital medical university, beijing, china."
2162,32241367,"wu, fang/split/department of gerontology and geriatric medicine, ruijin hospital affiliated to  school of medicine, shanghai jiaotong university, shanghai, china."
2162,32241367,"xia, yunlong/split/department of cardiology, first affiliated hospital of dalian medical university,  dalian, china."
2162,32241367,"liu, tong/split/tianjin key laboratory of ionic-molecular function of cardiovascular disease,  tianjin institute of cardiology, second hospital of tianjin medical university, tianjin, china."
2162,32241367,"wu, fan/split/department of geriatrics, tianjin medical university general hospital, tianjin  geriatrics institute, tianjin, china."
2162,32241367,"liang, zhaoguang/split/department of cardiology, first affiliated hospital of haerbing medical  university, haerbing, china."
2162,32241367,"liu, fan/split/department of cardiology, second hospital of hebei medical university,  shijiazhuang, china."
2162,32241367,"zhao, yujie/split/department of cardiology, henan cardiovascular hospital affiliated to southern  medical university, henan, china."
2162,32241367,"li, rong/split/department of cardiology, first affiliated hospital of guangzhou university of  chinese medicine, guangzhou, china."
2162,32241367,"li, xin/split/department of cardiology, benq medical center, nanjing medical university,  nanjing, china."
2162,32241367,"zhang, lili/split/department of cardiology, longhua people's hospital, shenzhen, china."
2162,32241367,"guo, jun/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china."
2162,32241367,"burnside, girvan/split/department of biostatistics, university of liverpool, liverpool, united kingdom."
2162,32241367,"chen, yundai/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china. electronic address: cyundai@vip.163.com."
2162,32241367,"lip, gregory y h/split/medical school of chinese pla, department of cardiology, chinese pla general  hospital, beijing, china; liverpool centre for cardiovascular sciences, university of liverpool and liverpool heart & chest hospital, liverpool, united kingdom, and aalborg thrombosis research unit, department of clinical medicine, aalborg university, aalborg, denmark. electronic address: gregory.lip@liverpool.ac.uk."
2163,32763199,"makrinioti, heidi/split/west middlesex university hospital, chelsea, and westminster foundation trust,  london tw7 6af, uk. electronic address: heidimakrinioti@gmail.com."
2163,32763199,"watson, mando/split/department of paediatrics, st mary's hospital, imperial college healthcare nhs  trust, london, uk."
2163,32763199,"bush, andrew/split/division of medicine, and national heart and lung institute, imperial college,  london, uk."
2163,32763199,"hargreaves, dougal/split/department of primary care and public health, imperial college, london, uk."
2164,32159517,"kim, yoon/split/department of physical and rehabilitation medicine, samsung medical center,  sungkyunkwan university school of medicine, seoul, republic of korea."
2164,32159517,"seo, jinserk/split/department of rehabilitation medicine, incheon st. mary's hospital, the catholic  university of korea, incheon, republic of korea."
2164,32159517,"an, so-yeon/split/department of health science, korea university graduate school, korea university,  seoul, republic of korea."
2164,32159517,"sinn, dong hyun/split/department of internal medicine, samsung medical center, sungkyunkwan university  school of medicine, seoul, republic of korea."
2164,32159517,"hwang, ji hye/split/department of physical and rehabilitation medicine, samsung medical center,  sungkyunkwan university school of medicine, seoul, republic of korea."
2165,30823864,"villani, giovanni q/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"villani, andrea/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"zanni, alessia/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"sticozzi, concetta/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"maceda, diego penela/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"rossi, luca/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"pisati, maria sole/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2165,30823864,"piepoli, massimo f/split/cardiology unit, guglielmo da saliceto hospital unit, italy."
2166,31230373,"matricardi, paolo maria/split/department of pediatric pulmonology, immunology and intensive care medicine,  charité"
2166,31230373,"dramburg, stephanie/split/department of pediatric pulmonology, immunology and intensive care medicine,  charité"
2166,31230373,"alvarez-perea, alberto/split/allergy service, hospital general universitario gregorio marañón, madrid, spain./split/gregorio marañón health research institute, madrid, spain."
2166,31230373,"antolín-amérigo, darío/split/department of allergy, hospital universitario ramón y cajal (irycis), madrid,  spain."
2166,31230373,"apfelbacher, christian/split/medical sociology, institute of epidemiology and preventive medicine, university  of regensburg, regensburg, germany."
2166,31230373,"atanaskovic-markovic, marina/split/faculty of medicine, university children's hospital, university of belgrade,  belgrade, serbia."
2166,31230373,"berger, uwe/split/department of oto-rhino-laryngology, medical university of vienna, vienna,  austria."
2166,31230373,"blaiss, michael s/split/medical college of georgia at augusta university, augusta, georgia, usa."
2166,31230373,"blank, simon/split/center of allergy and environment (zaum), school of medicine and helmholtz center  munich, technical university of munich, munich, germany."
2166,31230373,"boni, elisa/split/allergy unit, santo spirito hospital, alessandria, italy."
2166,31230373,"bonini, matteo/split/national heart and lung institute, royal brompton hospital & imperial college  london, london, uk./split/fondazione policlinico universitario a. gemelli /split/universita' cattolica del sacro cuore, rome, italy."
2166,31230373,"bousquet, jean/split/university hospital, montpellier, france./split/contre les maladies chronique spour un vieillissement actif en france european  innovation partnership on active and healthy ageing reference site, macvia-france, montpellier, france."
2166,31230373,"brockow, knut/split/department of dermatology and allergy biederstein, school of medicine, technical  university of munich, munich, germany."
2166,31230373,"buters, jeroen/split/center of allergy and environment (zaum), school of medicine and helmholtz center  munich, technical university of munich, munich, germany."
2166,31230373,"cardona, victoria/split/allergy section, department of internal medicine, hospital vall d'hebron,  barcelona./split/aradyal research network, barcelona, spain."
2166,31230373,"caubet, jean-christoph/split/department of the child and adolescent, pediatric allergy unit, geneva university  hospital, geneva, switzerland."
2166,31230373,"cavkaytar, özlem/split/department of pediatric allergy and immunology, faculty of medicine, goztepe  training and research hospital, istanbul medeniyet university, istanbul, turkey."
2166,31230373,"elliott, tania/split/new york university medical center, new york, new york, usa."
2166,31230373,"esteban-gorgojo, ignacio/split/department of allergy, hospital general de villalba, madrid, spain."
2166,31230373,"fonseca, joao a/split/cintesis, center for health technology and services research, faculty of  medicine, university of porto, porto, portugal./split/medida, lda, porto, portugal./split/medcids, dpt. of community medicine, information, and health sciences, faculty of  medicine, university of porto, portugal."
2166,31230373,"gardner, james/split/great north children's hospital, newcastle, uk./split/newcastle university, newcastle, uk."
2166,31230373,"gevaert, philippe/split/department of otorhinolaryngology, ghent university, ghent, belgium."
2166,31230373,"ghiordanescu, ileana/split/elias emergency university hospital, bucharest, romania."
2166,31230373,"hellings, peter/split/euforea, brussels, belgium./split/laboratory of clinical immunology, department of microbiology and immunology, ku  leuven, leuven, belgium."
2166,31230373,"hoffmann-sommergruber, karin/split/department of pathophysiology and allergy research, medical university of vienna,  vienna, austria."
2166,31230373,"fusun kalpaklioglu, a/split/department of immunology and allergic diseases, kirikkale university school of  medicine, kırıkkale, turkey."
2166,31230373,"marmouz, farid/split/pole sanitaire du vexin, pontoise, france."
2166,31230373,"meijide calderón, ángela/split/allergy service of university hospital complex of vigo, pontevedra, spain."
2166,31230373,"mösges, ralph/split/faculty of medicine, institute of medical statistics and computational biology,  university of cologne, cologne, germany./split/cri "
2166,31230373,"nakonechna, alla/split/department of allergy, broadgreen hospital, liverpool, uk./split/liverpool hope university, liverpool, uk."
2166,31230373,"ollert, markus/split/department of infection and immunity, luxembourg institute of health,  esch-sur-alzette, luxembourg./split/department of dermatology and allergy center, odense research center for  anaphylaxis, university of southern denmark, odense c, denmark."
2166,31230373,"oteros, josé/split/center of allergy and environment (zaum), school of medicine and helmholtz center  munich, technical university of munich, munich, germany."
2166,31230373,"pajno, giovanni/split/allergy unit"
2166,31230373,"panaitescu, catalina/split/family medicine solo practice, respiro  bucharest, romania."
