,PMID,Mesh_terms
1456,27896780,blood coagulation disorders/*diagnosis/*drug therapy
1456,27896780,*blood coagulation tests
1456,27896780,disease management
1456,27896780,humans
1456,27896780,smartphone
1456,27896780,*software
1456,27896780,telemedicine/*methods
1456,27896780,treatment outcome
1456,27896780,user-computer interface
1457,30581549,algorithms
1457,30581549,cardiopulmonary resuscitation/*methods
1457,30581549,feedback
1457,30581549,humans
1457,30581549,out-of-hospital cardiac arrest/*therapy
1457,30581549,reproducibility of results
1457,30581549,"signal processing, computer-assisted"
1457,30581549,*smartphone
1457,30581549,*telemedicine
1457,30581549,thorax pmc
1458,29990228,adolescent
1458,29990228,adult
1458,29990228,cardiac rehabilitation/instrumentation/*methods
1458,29990228,female
1458,29990228,humans
1458,29990228,male
1458,29990228,middle aged
1458,29990228,*mobile applications
1458,29990228,"monitoring, ambulatory/instrumentation/*methods"
1458,29990228,patient satisfaction
1458,29990228,pilot projects
1458,29990228,smartphone
1458,29990228,telemedicine/*methods
1458,29990228,walking/physiology
1458,29990228,young adult
1459,30311064,algorithms
1459,30311064,computer communication networks
1459,30311064,computer security
1459,30311064,*health information exchange
1459,30311064,*home care services
1459,30311064,*hospitals
1459,30311064,humans
1459,30311064,*internet
1459,30311064,remote sensing technology
1459,30311064,telemedicine/methods
1459,30311064,wireless technology
1460,28575235,adult
1460,28575235,aged
1460,28575235,"aged, 80 and over"
1460,28575235,cardiac resynchronization therapy/methods/statistics & numerical data
1460,28575235,cardiac resynchronization therapy devices
1460,28575235,"*defibrillators, implantable"
1460,28575235,female
1460,28575235,heart failure/*therapy
1460,28575235,humans
1460,28575235,male
1460,28575235,middle aged
1460,28575235,"monitoring, ambulatory"
1460,28575235,patient compliance
1460,28575235,*remote consultation pmc
1461,29456025,adult
1461,29456025,aged
1461,29456025,blood pressure/physiology
1461,29456025,canada
1461,29456025,counseling/*methods
1461,29456025,double-blind method
1461,29456025,electronic mail
1461,29456025,exercise/physiology/*psychology
1461,29456025,feeding behavior/physiology
1461,29456025,female
1461,29456025,*health behavior
1461,29456025,healthy lifestyle/physiology
1461,29456025,humans
1461,29456025,hypertension/psychology/*therapy
1461,29456025,internet
1461,29456025,male
1461,29456025,middle aged
1461,29456025,motivation
1461,29456025,telemedicine/*methods
1461,29456025,treatment outcome
1462,30482130,adult
1462,30482130,aged
1462,30482130,"aged, 80 and over"
1462,30482130,caregivers/*psychology
1462,30482130,female
1462,30482130,heart failure/*nursing
1462,30482130,home care services/*organization & administration
1462,30482130,humans
1462,30482130,male
1462,30482130,middle aged
1462,30482130,outpatients/*psychology
1462,30482130,self care/*psychology
1462,30482130,surveys and questionnaires
1462,30482130,telemedicine/*organization & administration pmc mid
1463,30400587,calibration
1463,30400587,cell phone
1463,30400587,electrocardiography/*instrumentation
1463,30400587,electrodes
1463,30400587,humans
1463,30400587,internet
1463,30400587,reproducibility of results
1463,30400587,"*signal processing, computer-assisted"
1463,30400587,smartphone
1463,30400587,software
1463,30400587,telemedicine/*instrumentation pmc
1464,29132448,"emergency service, hospital/statistics & numerical data"
1464,29132448,health status
1464,29132448,*heart failure
1464,29132448,hospitalization/statistics & numerical data
1464,29132448,humans
1464,29132448,ontario
1464,29132448,patient education as topic
1464,29132448,patient satisfaction
1464,29132448,"*pulmonary disease, chronic obstructive"
1464,29132448,*self care
1464,29132448,telemedicine/economics/*methods
1465,29251245,aged
1465,29251245,"aged, 80 and over"
1465,29251245,female
1465,29251245,heart failure/*mortality/*therapy
1465,29251245,hospitalization/statistics & numerical data
1465,29251245,humans
1465,29251245,male
1465,29251245,middle aged
1465,29251245,"monitoring, ambulatory/*methods"
1465,29251245,retrospective studies
1465,29251245,telemedicine/*methods
1465,29251245,telemetry/methods
1466,29060707,chronic disease
1466,29060707,delivery of health care
1466,29060707,diabetes mellitus
1466,29060707,heart failure
1466,29060707,humans
1466,29060707,*telemedicine
1467,29843676,activities of daily living/psychology
1467,29843676,adult
1467,29843676,antipsychotic agents/therapeutic use
1467,29843676,*bipolar disorder/drug therapy/psychology
1467,29843676,employment/psychology
1467,29843676,female
1467,29843676,humans
1467,29843676,male
1467,29843676,*medication adherence/psychology/statistics & numerical data
1467,29843676,schizophrenia/*drug therapy
1467,29843676,*schizophrenic psychology
1467,29843676,social support
1467,29843676,*telemedicine/methods/statistics & numerical data pmc
1468,28840312,"arrhythmias, cardiac/diagnosis/physiopathology/*therapy"
1468,28840312,"cardiology service, hospital/organization & administration/*standards"
1468,28840312,disease management
1468,28840312,germany
1468,28840312,heart failure/diagnosis/physiopathology/*therapy
1468,28840312,humans
1468,28840312,patient education as topic/organization & administration
1468,28840312,"quality assurance, health care/*organization & administration"
1468,28840312,telemedicine/*organization & administration/*standards
1468,28840312,telemetry/*standards
1469,29486994,chronic disease/*therapy
1469,29486994,humans
1469,29486994,*patient education as topic
1469,29486994,quality of life
1469,29486994,self care
1469,29486994,*telemedicine
1470,30455167,adult
1470,30455167,aged
1470,30455167,cardiac rehabilitation/*methods
1470,30455167,coronary disease/*physiopathology/*rehabilitation
1470,30455167,female
1470,30455167,health behavior/*physiology
1470,30455167,humans
1470,30455167,internet
1470,30455167,male
1470,30455167,middle aged
1470,30455167,pilot projects
1470,30455167,quality of life/*psychology
1470,30455167,telemedicine/*methods
1470,30455167,young adult pmc
1471,29680866,early diagnosis
1471,29680866,electrocardiography
1471,29680866,feasibility studies
1471,29680866,female
1471,29680866,heart rate/*physiology
1471,29680866,humans
1471,29680866,hypertension/*diagnosis
1471,29680866,male
1471,29680866,"monitoring, ambulatory"
1471,29680866,photoplethysmography/*methods
1471,29680866,"*signal processing, computer-assisted"
1471,29680866,*wearable electronic devices
1472,30632923,acute disease
1472,30632923,cardiology/*organization & administration
1472,30632923,chronic disease
1472,30632923,early diagnosis
1472,30632923,electrocardiography
1472,30632923,health services accessibility/organization & administration
1472,30632923,heart diseases/*diagnosis/pathology
1472,30632923,heart failure/pathology
1472,30632923,humans
1472,30632923,"monitoring, ambulatory/methods"
1472,30632923,remote sensing technology
1472,30632923,telemedicine/*organization & administration
1473,28992285,acute kidney injury/*prevention & control
1473,28992285,adult
1473,28992285,cardiac surgical procedures/*methods
1473,28992285,cardiopulmonary bypass/*methods
1473,28992285,humans
1473,28992285,ischemic preconditioning/*methods
1473,28992285,myocardial infarction/*prevention & control/surgery
1473,28992285,preoperative care/*methods
1473,28992285,*randomized controlled trials as topic
1473,28992285,telemedicine
1474,28681268,echocardiography/*methods
1474,28681268,"education, nursing/*methods"
1474,28681268,humans
1474,28681268,mentoring/*methods
1474,28681268,patient simulation
1474,28681268,*point-of-care systems
1474,28681268,psychomotor performance
1474,28681268,telemedicine/*methods
1474,28681268,ultrasonics/*education
1474,28681268,videoconferencing
1475,28861901,"*electrophysiologic techniques, cardiac"
1475,28861901,*health literacy
1475,28861901,humans
1475,28861901,*internet
1475,28861901,*patient education as topic
1475,28861901,*telemedicine
1476,30037001,*activities of daily living
1476,30037001,*algorithms
1476,30037001,humans
1476,30037001,"models, theoretical"
1476,30037001,telemedicine/*methods
1476,30037001,"*vocabulary, controlled pmc"
1477,29374674,acute coronary syndrome/*drug therapy
1477,29374674,blood pressure
1477,29374674,cell phone
1477,29374674,"cholesterol, ldl/blood"
1477,29374674,diet
1477,29374674,exercise
1477,29374674,female
1477,29374674,health promotion/*methods
1477,29374674,humans
1477,29374674,life style
1477,29374674,male
1477,29374674,*medication adherence
1477,29374674,motivation
1477,29374674,patient education as topic/*methods
1477,29374674,patient readmission
1477,29374674,reminder systems
1477,29374674,research design
1477,29374674,risk factors
1477,29374674,secondary prevention/*methods
1477,29374674,single-blind method
1477,29374674,telemedicine/*methods
1477,29374674,*text messaging pmc
1478,28917438,cell phone/*instrumentation
1478,28917438,electrocardiography/*instrumentation
1478,28917438,"*emergency service, hospital"
1478,28917438,feasibility studies
1478,28917438,heart diseases/diagnosis
1478,28917438,humans
1478,28917438,"image interpretation, computer-assisted"
1478,28917438,prospective studies
1478,28917438,remote consultation/*methods
1479,29688326,aged
1479,29688326,anti-arrhythmia agents/therapeutic use
1479,29688326,atrial fibrillation/diagnosis/physiopathology/*surgery
1479,29688326,*catheter ablation/adverse effects
1479,29688326,diagnostic equipment
1479,29688326,"electrocardiography, ambulatory/instrumentation/*methods"
1479,29688326,equipment design
1479,29688326,female
1479,29688326,*heart rate/drug effects
1479,29688326,humans
1479,29688326,male
1479,29688326,middle aged
1479,29688326,predictive value of tests
1479,29688326,prospective studies
1479,29688326,recurrence
1479,29688326,telemedicine/instrumentation/*methods
1479,29688326,telemetry/instrumentation/*methods
1479,29688326,time factors
1479,29688326,treatment outcome pmc
1480,30441653,algorithms
1480,30441653,*electrocardiography
1480,30441653,*heart rate
1480,30441653,humans
1480,30441653,*telemedicine
1481,29993788,*algorithms
1481,29993788,data compression/*methods
1481,29993788,"databases, factual"
1481,29993788,electrocardiography/*methods
1481,29993788,*fourier analysis
1481,29993788,humans
1481,29993788,telemedicine/*methods
1482,28960846,heart failure/*therapy
1482,28960846,*heart-assist devices
1482,28960846,humans
1482,28960846,remote consultation/*methods
1482,28960846,standard of care/*standards
1483,29921358,adult
1483,29921358,aerospace medicine
1483,29921358,*aircraft
1483,29921358,electrocardiography
1483,29921358,female
1483,29921358,humans
1483,29921358,"*tachycardia, supraventricular/diagnosis/therapy"
1483,29921358,telemedicine/*methods
1483,29921358,telemetry/*methods
1484,29278986,adult
1484,29278986,aged
1484,29278986,cardiovascular diseases/*prevention & control
1484,29278986,female
1484,29278986,health services accessibility/*organization & administration
1484,29278986,humans
1484,29278986,hypertension/therapy
1484,29278986,male
1484,29278986,middle aged
1484,29278986,pilot projects
1484,29278986,retrospective studies
1484,29278986,telemedicine/*methods
1485,30036166,aged
1485,30036166,"aged, 80 and over"
1485,30036166,cost-benefit analysis
1485,30036166,"emergency service, hospital/statistics & numerical data"
1485,30036166,female
1485,30036166,heart failure/*epidemiology
1485,30036166,hospitalization
1485,30036166,humans
1485,30036166,*independent living
1485,30036166,male
1485,30036166,medical records
1485,30036166,medicare
1485,30036166,"monitoring, ambulatory/economics/*methods"
1485,30036166,patient compliance
1485,30036166,*quality of life
1485,30036166,self report
1485,30036166,socioeconomic factors
1485,30036166,telemedicine/*methods
1485,30036166,united states/epidemiology
1486,28756266,aged
1486,28756266,clinical protocols
1486,28756266,diagnostic self evaluation
1486,28756266,female
1486,28756266,*guideline adherence/organization & administration/standards
1486,28756266,*heart failure/diagnosis/therapy
1486,28756266,hospitalization/statistics & numerical data
1486,28756266,humans
1486,28756266,male
1486,28756266,middle aged
1486,28756266,"monitoring, physiologic/methods/*statistics & numerical data"
1486,28756266,"outcome and process assessment, health care"
1486,28756266,patient readmission/*statistics & numerical data
1486,28756266,random allocation
1486,28756266,risk assessment
1486,28756266,*self care/methods/statistics & numerical data
1486,28756266,self report
1486,28756266,*telemedicine/methods/organization & administration
1486,28756266,united states
1487,30195576,"arrhythmias, cardiac/*diagnosis"
1487,30195576,cardiologists/*standards
1487,30195576,*clinical competence
1487,30195576,electrocardiography/*methods
1487,30195576,humans
1487,30195576,prospective studies
1487,30195576,roc curve
1487,30195576,*smartphone
1487,30195576,telemedicine/*methods
1488,28464700,adult
1488,28464700,aged
1488,28464700,"aged, 80 and over"
1488,28464700,atrial fibrillation/*diagnosis/physiopathology
1488,28464700,cell phone/*instrumentation
1488,28464700,*electrocardiography
1488,28464700,equipment design
1488,28464700,feasibility studies
1488,28464700,female
1488,28464700,heart rate/*physiology
1488,28464700,humans
1488,28464700,male
1488,28464700,middle aged
1488,28464700,mobile applications/*standards
1488,28464700,photoplethysmography/*methods
1488,28464700,roc curve
1488,28464700,reproducibility of results
1488,28464700,telemedicine/*methods
1488,28464700,young adult
1489,29240659,computer-assisted instruction/statistics & numerical data
1489,29240659,electroencephalography/*statistics & numerical data
1489,29240659,feasibility studies
1489,29240659,health promotion/*methods
1489,29240659,humans
1489,29240659,patient education as topic/*methods
1489,29240659,pilot projects
1489,29240659,self-management/statistics & numerical data
1489,29240659,telemedicine/*statistics & numerical data
1490,28910238,adult
1490,28910238,age factors
1490,28910238,aged
1490,28910238,"aged, 80 and over"
1490,28910238,comorbidity
1490,28910238,continuity of patient care/*organization & administration
1490,28910238,female
1490,28910238,heart failure/*therapy
1490,28910238,home care services/*organization & administration
1490,28910238,humans
1490,28910238,male
1490,28910238,middle aged
1490,28910238,patient readmission/statistics & numerical data
1490,28910238,patient satisfaction
1490,28910238,remote sensing technology/methods
1490,28910238,self care/statistics & numerical data
1490,28910238,skilled nursing facilities/organization & administration
1490,28910238,telemedicine/*organization & administration
1490,28910238,time factors
1490,28910238,united states
1491,29021334,*academies and institutes
1491,29021334,"catchment area, health"
1491,29021334,cost-benefit analysis
1491,29021334,"delivery of health care, integrated/economics/*organization & administration"
1491,29021334,health care costs
1491,29021334,heart diseases/diagnosis/economics/physiopathology/*therapy
1491,29021334,humans
1491,29021334,minnesota
1491,29021334,"models, organizational"
1491,29021334,patient care team/organization & administration
1491,29021334,program development
1491,29021334,program evaluation
1491,29021334,quality improvement/economics/*organization & administration
1491,29021334,rural health services/organization & administration
1491,29021334,telemedicine/economics/*organization & administration
1491,29021334,time-to-treatment/organization & administration
1491,29021334,treatment outcome
1491,29021334,waiting lists
1491,29021334,wisconsin
1491,29021334,workflow
1493,30441012,data mining
1493,30441012,humans
1493,30441012,*mobile applications
1493,30441012,"monitoring, physiologic"
1493,30441012,retrospective studies
1493,30441012,*telemedicine
1494,29246881,aged
1494,29246881,chronic disease
1494,29246881,female
1494,29246881,humans
1494,29246881,male
1494,29246881,primary health care
1494,29246881,telemedicine/*methods pmc
1495,29170147,aged
1495,29170147,cardiac resynchronization therapy devices/*statistics & numerical data
1495,29170147,"defibrillators, implantable/*statistics & numerical data"
1495,29170147,electric impedance/*therapeutic use
1495,29170147,female
1495,29170147,hospitalization
1495,29170147,humans
1495,29170147,male
1495,29170147,telemedicine/*methods
1495,29170147,treatment outcome pmc
1496,29513722,adolescent
1496,29513722,adult
1496,29513722,age factors
1496,29513722,aged
1496,29513722,cardiopulmonary resuscitation/education/*psychology
1496,29513722,cross-sectional studies
1496,29513722,emergency medical services/methods
1496,29513722,female
1496,29513722,"*health knowledge, attitudes, practice"
1496,29513722,humans
1496,29513722,male
1496,29513722,middle aged
1496,29513722,multivariate analysis
1496,29513722,out-of-hospital cardiac arrest/mortality/therapy
1496,29513722,scotland
1496,29513722,socioeconomic factors
1496,29513722,telemedicine
1496,29513722,young adult pmc cois
1497,30528214,atrial fibrillation/*diagnosis/*physiopathology/therapy
1497,30528214,"*databases, factual"
1497,30528214,"*diagnosis, computer-assisted"
1497,30528214,*electrocardiography
1497,30528214,female
1497,30528214,humans
1497,30528214,male
1497,30528214,"monitoring, physiologic"
1497,30528214,*telemedicine
1499,30002725,aged
1499,30002725,"arrhythmias, cardiac/*diagnosis"
1499,30002725,automation
1499,30002725,electrocardiography/*instrumentation
1499,30002725,humans
1499,30002725,"monitoring, physiologic"
1499,30002725,"*signal processing, computer-assisted"
1499,30002725,*smartphone
1499,30002725,*telemedicine pmc
1500,29847242,adult
1500,29847242,age factors
1500,29847242,aged
1500,29847242,"aged, 80 and over"
1500,29847242,canada
1500,29847242,chronic disease
1500,29847242,comorbidity
1500,29847242,cross-sectional studies
1500,29847242,female
1500,29847242,heart failure/*physiopathology
1500,29847242,humans
1500,29847242,male
1500,29847242,middle aged
1500,29847242,"outcome and process assessment, health care"
1500,29847242,patient-centered care
1500,29847242,rural population/*statistics & numerical data
1500,29847242,socioeconomic factors
1500,29847242,telemedicine
1500,29847242,telemetry/*statistics & numerical data
1500,29847242,urban population/*statistics & numerical data
1501,30527479,adolescent
1501,30527479,child
1501,30527479,"child, preschool"
1501,30527479,correspondence as topic
1501,30527479,delivery of health care/*methods/statistics & numerical data
1501,30527479,facilities and services utilization/*statistics & numerical data
1501,30527479,female
1501,30527479,humans
1501,30527479,infant
1501,30527479,"infant, newborn"
1501,30527479,linear models
1501,30527479,male
1501,30527479,*patient portals/statistics & numerical data
1501,30527479,*pediatrics
1501,30527479,"practice patterns, physicians'/*statistics & numerical data"
1501,30527479,professional-patient relations
1501,30527479,"*specialties, surgical"
1501,30527479,telemedicine/*methods/statistics & numerical data
1501,30527479,tennessee
1501,30527479,young adult pmc mid
1502,28917688,actigraphy/instrumentation
1502,28917688,adult
1502,28917688,balloon valvuloplasty
1502,28917688,blood pressure determination/instrumentation
1502,28917688,"echocardiography, doppler, color/*instrumentation"
1502,28917688,electrocardiography/instrumentation
1502,28917688,equipment design
1502,28917688,female
1502,28917688,heart valve diseases/*diagnostic imaging/physiopathology/therapy
1502,28917688,heart valve prosthesis implantation
1502,28917688,humans
1502,28917688,india
1502,28917688,male
1502,28917688,middle aged
1502,28917688,*mobile applications
1502,28917688,oximetry/instrumentation
1502,28917688,*point-of-care systems
1502,28917688,predictive value of tests
1502,28917688,prognosis
1502,28917688,referral and consultation
1502,28917688,rheumatic heart disease/*diagnostic imaging/physiopathology/therapy
1502,28917688,severity of illness index
1502,28917688,"signal processing, computer-assisted"
1502,28917688,*smartphone
1502,28917688,telemedicine/*instrumentation
1502,28917688,time factors
1502,28917688,time-to-treatment
1502,28917688,treatment outcome
1502,28917688,united states
1502,28917688,wireless technology/*instrumentation
1502,28917688,young adult
1503,29929955,adolescent
1503,29929955,adult
1503,29929955,age factors
1503,29929955,anthracyclines/*adverse effects/therapeutic use
1503,29929955,antineoplastic agents/*adverse effects/therapeutic use
1503,29929955,cancer survivors
1503,29929955,child
1503,29929955,cross-sectional studies
1503,29929955,echocardiography
1503,29929955,female
1503,29929955,heart diseases/*diagnosis/*etiology/physiopathology
1503,29929955,heart function tests
1503,29929955,humans
1503,29929955,male
1503,29929955,middle aged
1503,29929955,neoplasms/*complications/drug therapy
1503,29929955,reproducibility of results
1503,29929955,*telemedicine/instrumentation/methods
1503,29929955,*wireless technology/instrumentation
1503,29929955,young adult
1504,29024613,computer simulation
1504,29024613,female
1504,29024613,health expenditures/statistics & numerical data
1504,29024613,home care services/economics/*organization & administration
1504,29024613,humans
1504,29024613,"kidney failure, chronic/*therapy"
1504,29024613,male
1504,29024613,"monitoring, ambulatory/economics/*methods"
1504,29024613,patient care team/organization & administration
1504,29024613,peritoneal dialysis/*methods
1504,29024613,telemedicine/economics/*methods
1504,29024613,young adult
1505,28248747,age factors
1505,28248747,aged
1505,28248747,"aged, 80 and over"
1505,28248747,cross-sectional studies
1505,28248747,female
1505,28248747,heart failure/psychology/*therapy
1505,28248747,humans
1505,28248747,*intention
1505,28248747,male
1505,28248747,*patient acceptance of health care
1505,28248747,*self care
1505,28248747,smartphone
1505,28248747,surveys and questionnaires
1505,28248747,*telemedicine pmc mid cois
1506,29100841,cardiac rehabilitation/*methods
1506,29100841,cardiovascular diseases/epidemiology/physiopathology/*prevention & control
1506,29100841,female
1506,29100841,follow-up studies
1506,29100841,humans
1506,29100841,male
1506,29100841,middle aged
1506,29100841,morbidity/trends
1506,29100841,motor activity/*physiology
1506,29100841,new south wales/epidemiology
1506,29100841,new zealand/epidemiology
1506,29100841,prognosis
1506,29100841,quality of life
1506,29100841,*registries
1506,29100841,*risk assessment
1506,29100841,risk factors
1506,29100841,secondary prevention/*methods
1506,29100841,survival rate/trends
1507,29758404,*algorithms
1507,29758404,"defibrillators, implantable/*adverse effects"
1507,29758404,electrocardiography
1507,29758404,equipment failure
1507,29758404,female
1507,29758404,follow-up studies
1507,29758404,humans
1507,29758404,male
1507,29758404,middle aged
1507,29758404,"monitoring, physiologic/*methods"
1507,29758404,prospective studies
1507,29758404,risk factors
1507,29758404,"tachycardia, ventricular/physiopathology/therapy"
1507,29758404,telemedicine/*methods
1508,30467407,adult
1508,30467407,algorithms
1508,30467407,cardiovascular diseases/physiopathology
1508,30467407,electrocardiography/methods
1508,30467407,female
1508,30467407,healthy volunteers
1508,30467407,heart/*physiology
1508,30467407,heart rate/*physiology
1508,30467407,humans
1508,30467407,male
1508,30467407,middle aged
1508,30467407,photoplethysmography/methods
1508,30467407,"signal processing, computer-assisted"
1508,30467407,skin/*blood supply
1508,30467407,telemedicine/methods
1508,30467407,young adult pmc cois
1509,29862723,"arrhythmias, cardiac/*diagnosis"
1509,29862723,*electrocardiography
1509,29862723,electrodes
1509,29862723,*emergency medical services
1509,29862723,heart rate
1509,29862723,humans
1509,29862723,internet
1509,29862723,*remote consultation
1510,30474927,african americans/ethnology
1510,30474927,blood pressure/*physiology
1510,30474927,blood pressure determination/*methods
1510,30474927,"blood pressure monitoring, ambulatory/trends"
1510,30474927,canada/epidemiology/ethnology
1510,30474927,cardiovascular diseases/epidemiology
1510,30474927,health behavior/ethnology
1510,30474927,health education/methods
1510,30474927,humans
1510,30474927,male
1510,30474927,pharmacists/statistics & numerical data
1510,30474927,risk assessment
1510,30474927,rural population/statistics & numerical data
1510,30474927,social class
1510,30474927,telemedicine/*methods
1510,30474927,text messaging/*instrumentation
1510,30474927,united states/epidemiology/ethnology pmc
1511,29848400,adult
1511,29848400,*communication
1511,29848400,female
1511,29848400,"heart defects, congenital/*nursing/surgery"
1511,29848400,*home care services
1511,29848400,humans
1511,29848400,infant
1511,29848400,"infant, newborn"
1511,29848400,male
1511,29848400,parents/*psychology
1511,29848400,patient discharge
1511,29848400,quality of life
1511,29848400,"stress, psychological/therapy"
1511,29848400,*telemedicine
1511,29848400,united states
1511,29848400,weight gain
1512,29252119,*clinical competence
1512,29252119,colombia/epidemiology
1512,29252119,critical care/*methods
1512,29252119,*extracorporeal membrane oxygenation
1512,29252119,female
1512,29252119,"heart defects, congenital/mortality/*surgery"
1512,29252119,hospital mortality
1512,29252119,humans
1512,29252119,infant
1512,29252119,"intensive care units, pediatric"
1512,29252119,length of stay/statistics & numerical data
1512,29252119,male
1512,29252119,pennsylvania
1512,29252119,*remote consultation
1512,29252119,retrospective studies
1513,28140834,adult
1513,28140834,aged
1513,28140834,"aged, 80 and over"
1513,28140834,*electrocardiography
1513,28140834,environmental monitoring/*methods
1513,28140834,female
1513,28140834,heart rate/*physiology
1513,28140834,humans
1513,28140834,male
1513,28140834,middle aged
1513,28140834,*mobile applications
1513,28140834,*photoplethysmography
1513,28140834,reproducibility of results
1513,28140834,*smartphone
1513,28140834,telemedicine
1514,28353681,"arrhythmias, cardiac"
1514,28353681,electrocardiography
1514,28353681,*heart
1514,28353681,humans
1514,28353681,smartphone
1514,28353681,telemedicine pmc
1515,29742549,aged
1515,29742549,"aged, 80 and over"
1515,29742549,female
1515,29742549,*health services accessibility
1515,29742549,heart failure/psychology/*therapy
1515,29742549,humans
1515,29742549,intention
1515,29742549,male
1515,29742549,patient acceptance of health care/psychology
1515,29742549,qualitative research
1515,29742549,telemedicine/*statistics & numerical data pmc mid cois
1516,30181202,adult
1516,30181202,aged
1516,30181202,brazil/epidemiology
1516,30181202,echocardiography/*methods
1516,30181202,feasibility studies
1516,30181202,female
1516,30181202,health personnel/classification/education
1516,30181202,*heart diseases/classification/diagnosis/epidemiology
1516,30181202,humans
1516,30181202,inservice training/methods
1516,30181202,male
1516,30181202,mass screening/methods
1516,30181202,middle aged
1516,30181202,point-of-care systems/*standards
1516,30181202,prevalence
1516,30181202,quality improvement
1516,30181202,telemedicine/*methods
1516,30181202,telemetry/*methods
1517,30040701,family
1517,30040701,health resources
1517,30040701,heart failure/*therapy
1517,30040701,humans
1517,30040701,*mobile applications
1517,30040701,*self care
1517,30040701,*telemedicine
1518,29494601,accelerometry
1518,29494601,algorithms
1518,29494601,area under curve
1518,29494601,blood protein disorders
1518,29494601,body temperature
1518,29494601,*data mining/methods
1518,29494601,decision trees
1518,29494601,electrocardiography
1518,29494601,female
1518,29494601,heart failure/*diagnosis/*physiopathology
1518,29494601,humans
1518,29494601,humidity
1518,29494601,male
1518,29494601,middle aged
1518,29494601,"models, biological"
1518,29494601,"*monitoring, ambulatory"
1518,29494601,*patient reported outcome measures
1518,29494601,roc curve
1518,29494601,telemedicine
1518,29494601,*telemetry
1518,29494601,wearable electronic devices pmc cois
1519,29806509,acute disease
1519,29806509,adult
1519,29806509,aged
1519,29806509,clinical competence
1519,29806509,critical illness/nursing
1519,29806509,echocardiography/statistics & numerical data
1519,29806509,female
1519,29806509,heart/diagnostic imaging
1519,29806509,humans
1519,29806509,lung/diagnostic imaging
1519,29806509,male
1519,29806509,middle aged
1519,29806509,pilot projects
1519,29806509,*point-of-care systems
1519,29806509,prospective studies
1519,29806509,reproducibility of results
1519,29806509,respiratory insufficiency/*diagnostic imaging
1519,29806509,shock/*diagnostic imaging
1519,29806509,telemedicine/methods/*statistics & numerical data
1519,29806509,ultrasonography/methods/*statistics & numerical data
1520,30328094,adolescent
1520,30328094,adult
1520,30328094,aged
1520,30328094,"aged, 80 and over"
1520,30328094,computer systems
1520,30328094,denmark
1520,30328094,echocardiography/*methods
1520,30328094,"emergency service, hospital"
1520,30328094,female
1520,30328094,humans
1520,30328094,male
1520,30328094,middle aged
1520,30328094,observer variation
1520,30328094,physicians
1520,30328094,remote consultation
1520,30328094,single-blind method
1520,30328094,telemedicine/*methods
1520,30328094,young adult
1521,30561284,adolescent
1521,30561284,child
1521,30561284,"child, preschool"
1521,30561284,ear/pathology
1521,30561284,female
1521,30561284,humans
1521,30561284,male
1521,30561284,pediatrics/*instrumentation
1521,30561284,physical examination/*instrumentation
1521,30561284,point-of-care systems
1521,30561284,reproducibility of results
1521,30561284,respiratory sounds/physiology
1521,30561284,stethoscopes
1521,30561284,telemedicine/*instrumentation pmc
1522,29334344,adult
1522,29334344,caregivers/*psychology
1522,29334344,family/*psychology
1522,29334344,humans
1522,29334344,*internet
1522,29334344,"*outcome and process assessment, health care"
1522,29334344,stroke rehabilitation/*methods/standards pmc mid
1523,30213475,coronary angiography
1523,30213475,electrocardiography/*instrumentation
1523,30213475,emergency medical services
1523,30213475,female
1523,30213475,humans
1523,30213475,male
1523,30213475,middle aged
1523,30213475,out-of-hospital cardiac arrest/*diagnosis
1523,30213475,remote consultation/*instrumentation
1523,30213475,st elevation myocardial infarction/*diagnosis
1524,29650305,algorithms
1524,29650305,brain/*diagnostic imaging
1524,29650305,*computer security
1524,29650305,diagnostic imaging/*methods
1524,29650305,diffusion
1524,29650305,fuzzy logic
1524,29650305,heart/*diagnostic imaging
1524,29650305,humans
1524,29650305,machine learning
1524,29650305,"models, statistical"
1524,29650305,nonlinear dynamics
1524,29650305,pancreas/*diagnostic imaging
1524,29650305,telemedicine/*methods
1524,29650305,wavelet analysis
1525,30150326,*coronary disease/drug therapy/psychology
1525,30150326,female
1525,30150326,humans
1525,30150326,male
1525,30150326,medication adherence/*statistics & numerical data
1525,30150326,middle aged
1525,30150326,"outcome assessment, health care"
1525,30150326,patient care management/methods/standards
1525,30150326,quality improvement
1525,30150326,reminder systems/*instrumentation
1525,30150326,*smartphone
1525,30150326,software/*classification
1525,30150326,telemedicine/*methods
1526,28986005,adolescent
1526,28986005,adult
1526,28986005,aged
1526,28986005,antipsychotic agents/therapeutic use
1526,28986005,autonomic nervous system diseases/*diagnosis/*etiology
1526,28986005,cross-sectional studies
1526,28986005,female
1526,28986005,follow-up studies
1526,28986005,heart rate/physiology
1526,28986005,humans
1526,28986005,male
1526,28986005,middle aged
1526,28986005,"monitoring, physiologic/*methods"
1526,28986005,movement/physiology
1526,28986005,psychiatric status rating scales
1526,28986005,schizophrenia/*complications
1526,28986005,"statistics, nonparametric"
1526,28986005,telemedicine/*methods
1526,28986005,*wearable electronic devices
1526,28986005,young adult
1527,28094679,echocardiography/*methods
1527,28094679,female
1527,28094679,hawaii
1527,28094679,"heart defects, congenital/diagnosis"
1527,28094679,humans
1527,28094679,infant
1527,28094679,japan
1527,28094679,remote consultation/*methods
1527,28094679,retrospective studies
